code,street,city,state,zip,location_name
W483,"3744 School Road","Nashville","KS","51315","RELIABLE LOGISTICS"
L249,"7552 Garden Street","Philadelphia","MI","26292","RELIABLE LOGISTICS"
L446,"3750 Elm Street","Denver","SD","50072","WESTERN SHIPPING"
L715,"129 Lake Road","Kansas City","AZ","86511","NORTHERN FREIGHT"
F303,"5667 Willow Road","Seattle","TX","99696","MODERN FREIGHT"
L818,"9707 Sunset Drive","Kansas City","NY","30445","TRUSTED SHIPPING"
D610,"2406 Sunset Drive","San Francisco","SD","15913","GLOBAL SHIPPING CO"
A217,"2406 Madison Drive","Colorado Springs","OR","13613","ELITE CARRIERS"
A962,"8227 Main Street","Chicago","CA","34013","RELIABLE LOGISTICS"
D920,"9473 Ridge Road","Los Angeles","NM","15774","UNIFIED LOGISTICS"
L521,"8040 Valley Drive","Jacksonville","NE","65552","CENTRAL LOGISTICS"
E128,"8463 Forest Avenue","Sacramento","WV","69745","FAST DELIVERY INC"
E994,"3206 Second Avenue","Detroit","MI","37694","ELITE CARRIERS"
W902,"6374 Ash Street","Phoenix","AR","89649","UNIFIED LOGISTICS"
W538,"8298 Second Avenue","Houston","FL","92987","UNIFIED LOGISTICS"
C964,"4237 Poplar Drive","Baltimore","OH","11248","CONTINENTAL LOGISTICS"
A795,"6322 Oak Avenue","Fort Worth","NC","35461","NORTHERN FREIGHT"
W390,"5237 Oak Avenue","Colorado Springs","NH","44891","RELIABLE LOGISTICS"
B235,"9889 Mountain View","New York","AL","64933","DYNAMIC FREIGHT"
E814,"7981 Hill Street","Baltimore","UT","56454","METRO DELIVERY"
F691,"2821 Main Street","Los Angeles","PA","41525","TRIPPLE A TRANS LLC"
B866,"9028 Maple Drive","Fresno","WI","51641","SUPERIOR SHIPPING"
L280,"3711 Cherry Street","Tucson","OR","24315","SECURE DELIVERY"
A574,"524 Creek Lane","Jacksonville","AZ","81396","SOUTHERN CARRIERS"
E181,"1863 Sunset Boulevard","Seattle","IN","93484","FEDERAL TRANSPORT"
W599,"8065 Cherry Street","Detroit","MA","15579","EFFICIENT DELIVERY"
D108,"2042 Oak Avenue","New York","IN","56646","EXPRESS TRANSPORT"
D367,"6706 Holly Lane","Fort Worth","AL","55871","FAST DELIVERY INC"
L602,"2350 Second Avenue","Denver","CT","13376","EXPRESS TRANSPORT"
D499,"9537 Holly Lane","San Jose","CT","52825","EXPRESS TRANSPORT"
C537,"3433 Adams Street","Portland","NC","84467","QUALITY TRANSPORT"
W331,"7548 Sunrise Avenue","Boston","CO","49624","WESTERN SHIPPING"
A556,"3520 Birch Avenue","Las Vegas","WI","92197","MODERN FREIGHT"
F355,"6678 Lake Road","Denver","CA","21094","STANDARD LOGISTICS"
E227,"7747 First Street","Louisville","NH","75384","PREMIER FREIGHT"
B998,"5635 Hill Street","Kansas City","NY","10035","DYNAMIC FREIGHT"
E614,"2963 Adams Street","Oklahoma City","HI","92930","EFFICIENT DELIVERY"
W466,"2353 First Street","Oklahoma City","PA","17436","DYNAMIC FREIGHT"
F224,"2286 Holly Lane","Tucson","NC","98398","MOUNTAIN TRANSPORT"
L687,"420 Sunset Boulevard","Atlanta","MA","66467","RAPID TRANSIT LLC"
W359,"3687 Elm Street","Atlanta","TX","28452","MOUNTAIN TRANSPORT"
L670,"5634 Lake Road","Philadelphia","NY","98607","EFFICIENT DELIVERY"
B684,"8303 Elm Street","Charlotte","NC","90040","CENTRAL LOGISTICS"
A488,"3519 Poplar Drive","Los Angeles","MN","33510","FEDERAL TRANSPORT"
L328,"3648 Park Road","Milwaukee","WV","10990","MODERN FREIGHT"
B220,"517 Lincoln Avenue","New York","TX","52588","FEDERAL TRANSPORT"
C330,"6741 Park Road","San Francisco","ID","70251","AMERICAN FREIGHT"
C503,"8478 Washington Street","Los Angeles","IA","30695","SUPERIOR SHIPPING"
L400,"1378 Main Street","New York","SC","41327","SUPERIOR SHIPPING"
L815,"6296 River Road","Fresno","OH","82954","CENTRAL LOGISTICS"
L914,"398 Ash Street","Albuquerque","TX","17575","UNITED CARRIERS"
E456,"7141 Rose Street","Kansas City","NV","94799","CENTRAL LOGISTICS"
L292,"9856 First Street","Nashville","VA","76443","ELITE CARRIERS"
F241,"6616 Washington Street","Atlanta","IA","53866","SOUTHERN CARRIERS"
A653,"4673 Poplar Drive","Colorado Springs","WI","38270","EFFICIENT DELIVERY"
B627,"1196 Jefferson Road","Tucson","FL","45638","GLOBAL SHIPPING CO"
F527,"7781 Madison Drive","El Paso","WY","20225","MOUNTAIN TRANSPORT"
A782,"4375 Broadway","Columbus","DE","30933","NATIONAL SHIPPING"
F898,"3055 Main Street","Miami","AZ","57134","DYNAMIC FREIGHT"
F221,"1562 Hill Street","Mesa","VA","50447","MODERN FREIGHT"
L357,"1539 Elm Street","San Antonio","MN","13369","FAST DELIVERY INC"
B608,"5720 Oak Avenue","Los Angeles","IN","65283","EXPRESS TRANSPORT"
C889,"1738 Mountain View","Albuquerque","AK","55681","EXPRESS TRANSPORT"
E824,"7472 Forest Avenue","Phoenix","MD","40941","METRO DELIVERY"
L249,"9604 Mountain View","Atlanta","GA","15938","SUBURBAN FREIGHT"
D600,"9547 Washington Street","Phoenix","AZ","88158","EXPRESS TRANSPORT"
E231,"2853 Mountain View","Memphis","NJ","75083","CONSOLIDATED CARRIERS"
E830,"3880 Mountain View","Denver","TX","44811","METRO DELIVERY"
E895,"660 Mountain View","Louisville","AZ","79745","INTEGRATED LOGISTICS"
L954,"9422 Ash Street","Portland","CO","70043","CONTINENTAL LOGISTICS"
D471,"7344 Spring Street","Indianapolis","SC","27026","PRIORITY SHIPPING"
F669,"6396 Rose Street","Washington","PA","83405","SOUTHERN CARRIERS"
C711,"4638 School Road","Denver","NV","64760","INTEGRATED LOGISTICS"
E265,"130 Rose Street","New York","OH","62857","METRO DELIVERY"
D480,"5526 Sunrise Avenue","Austin","NE","93502","TRIPPLE A TRANS LLC"
A991,"2986 First Street","Boston","VT","69225","SUPERIOR SHIPPING"
A565,"3781 Forest Avenue","Oklahoma City","CT","83613","URBAN LOGISTICS"
B322,"410 Mill Street","Atlanta","TX","37196","NORTHERN FREIGHT"
E868,"5371 Winter Road","San Antonio","TX","67475","CENTRAL LOGISTICS"
F805,"1303 Forest Avenue","Oklahoma City","ME","18894","URBAN LOGISTICS"
D173,"6004 Lincoln Avenue","Houston","WY","35365","FAST DELIVERY INC"
D440,"9927 Poplar Drive","Indianapolis","SC","69296","GLOBAL SHIPPING CO"
A150,"4851 Winter Road","Jacksonville","IL","83502","EFFICIENT DELIVERY"
W727,"9323 Maple Drive","San Antonio","KS","47025","UNITED CARRIERS"
L226,"6790 Forest Avenue","Charlotte","HI","50374","DYNAMIC FREIGHT"
W216,"5006 Church Street","Charlotte","WI","94386","NATIONWIDE TRANSPORT"
L842,"7555 Ash Street","Dallas","MT","71093","PRIORITY SHIPPING"
F166,"531 Lincoln Avenue","Detroit","ID","78961","EFFICIENT DELIVERY"
B232,"6080 Hill Street","Kansas City","NV","63738","UNIFIED LOGISTICS"
D612,"3141 Church Street","Memphis","WI","65426","NORTHERN FREIGHT"
E116,"7237 Adams Street","Miami","WI","69009","PRIORITY SHIPPING"
D436,"5355 Lincoln Avenue","Fort Worth","ME","98897","FAST DELIVERY INC"
D449,"5740 Church Street","Los Angeles","AL","73280","SUBURBAN FREIGHT"
W557,"9435 Maple Drive","Detroit","NJ","86764","QUALITY TRANSPORT"
B935,"4673 Poplar Drive","Colorado Springs","WI","38270","EXPRESS TRANSPORT"
A189,"6 Summer Avenue","Denver","PA","73699","MOUNTAIN TRANSPORT"
B558,"4754 Oak Avenue","Fort Worth","KS","45979","COASTAL CARRIERS"
F154,"2097 Sunset Boulevard","Colorado Springs","WV","33923","PREMIER FREIGHT"
L634,"8295 Cherry Street","Mesa","HI","18843","COASTAL CARRIERS"
W265,"9387 Holly Lane","Los Angeles","GA","24482","SECURE DELIVERY"
F485,"3812 Washington Street","Tucson","CT","90990","URBAN LOGISTICS"
B517,"3072 Madison Drive","Memphis","IL","35764","PRIORITY SHIPPING"
L741,"880 Sunset Drive","Colorado Springs","NY","13414","METRO DELIVERY"
E606,"7845 Rose Street","Miami","NM","62265","GLOBAL SHIPPING CO"
F107,"8786 Garden Street","Seattle","ME","65736","EXPRESS TRANSPORT"
D416,"7781 Madison Drive","El Paso","WY","20225","COASTAL CARRIERS"
B934,"9047 Pine Road","Kansas City","UT","22532","PRIORITY SHIPPING"
F822,"796 Church Street","Boston","CT","16866","EASTERN TRANSPORT"
W919,"9982 Willow Road","Sacramento","FL","10803","ADVANCED TRANSPORT"
B140,"6668 Valley Drive","Sacramento","SD","83324","RAPID TRANSIT LLC"
A726,"2380 Ridge Road","Kansas City","LA","16633","ELITE CARRIERS"
W533,"4007 School Road","Mesa","DE","95176","COASTAL CARRIERS"
L183,"2458 Poplar Drive","Tucson","NC","22780","PREMIER FREIGHT"
A806,"4482 Holly Lane","Fort Worth","SC","75822","DYNAMIC FREIGHT"
A609,"1101 Church Street","San Diego","SD","87740","EASTERN TRANSPORT"
D842,"4339 Sunset Drive","El Paso","WV","17457","QUALITY TRANSPORT"
A880,"134 Valley Drive","Las Vegas","NC","71744","NATIONAL SHIPPING"
C292,"7396 Park Road","Philadelphia","ND","40761","METRO DELIVERY"
C713,"7576 Lake Road","Kansas City","AL","32697","VALLEY SHIPPING"
B274,"8484 Adams Street","Philadelphia","PA","23286","EXPRESS TRANSPORT"
B377,"9717 Cedar Lane","Albuquerque","NE","43402","UNITED CARRIERS"
D860,"2061 Lincoln Avenue","Houston","GA","58263","TRIPPLE A TRANS LLC"
D345,"375 Garden Street","Milwaukee","UT","52664","WESTERN SHIPPING"
E425,"7305 Park Road","Fresno","NY","92525","FEDERAL TRANSPORT"
D399,"5837 First Street","Milwaukee","WI","68746","TRUSTED SHIPPING"
B946,"2769 Forest Avenue","Fresno","NV","90931","RAPID TRANSIT LLC"
E824,"6450 Poplar Drive","San Antonio","AL","16303","VALLEY SHIPPING"
E788,"6772 Cedar Lane","Milwaukee","CA","66165","SOUTHERN CARRIERS"
L298,"8800 Ash Street","Columbus","SD","75614","EXPRESS TRANSPORT"
W784,"8691 Forest Avenue","Seattle","CA","17739","GLOBAL SHIPPING CO"
A797,"3416 Washington Street","Philadelphia","AL","16589","PRIORITY SHIPPING"
D114,"7864 Park Road","El Paso","UT","71982","MODERN FREIGHT"
E710,"1778 Forest Avenue","Las Vegas","NE","22034","PRIORITY SHIPPING"
B187,"4134 Main Street","Memphis","MD","55637","ELITE CARRIERS"
A741,"2814 Broadway","Dallas","ND","70333","NORTHERN FREIGHT"
E329,"7832 School Road","Phoenix","MI","52643","MOUNTAIN TRANSPORT"
A563,"5447 Adams Street","Phoenix","DE","64964","GLOBAL SHIPPING CO"
L581,"671 Sunset Drive","Los Angeles","OH","92990","MODERN FREIGHT"
F626,"4033 Creek Lane","Fort Worth","MS","30426","CONTINENTAL LOGISTICS"
D120,"2783 Winter Road","Nashville","MA","92226","PROFESSIONAL CARRIERS"
D295,"9449 Maple Drive","Portland","CO","52823","WESTERN SHIPPING"
F594,"965 Summer Avenue","Mesa","ND","99722","UNITED CARRIERS"
F358,"8775 Pine Road","Sacramento","CT","47705","STANDARD LOGISTICS"
W750,"1398 Elm Street","Tucson","MT","99464","CENTRAL LOGISTICS"
C726,"4388 Mountain View","Kansas City","MO","67801","STANDARD LOGISTICS"
B134,"2556 Ash Street","Las Vegas","ME","20852","DYNAMIC FREIGHT"
W458,"3051 Mountain View","Los Angeles","HI","29677","URBAN LOGISTICS"
W488,"2393 Willow Road","Fresno","CO","70130","EASTERN TRANSPORT"
C173,"4400 Garden Street","Sacramento","CO","55316","SOUTHERN CARRIERS"
W637,"6678 Lake Road","Denver","CA","21094","CENTRAL LOGISTICS"
L449,"3225 Washington Street","Nashville","KY","74270","NATIONAL SHIPPING"
C648,"6898 First Street","San Jose","PA","55932","WESTERN SHIPPING"
A918,"578 Elm Street","Las Vegas","IN","40495","NORTHERN FREIGHT"
E516,"8977 Jefferson Road","El Paso","NM","93535","FEDERAL TRANSPORT"
L869,"7730 Adams Street","Fresno","ME","87898","AMERICAN FREIGHT"
E186,"1043 School Road","Los Angeles","SD","81432","WESTERN SHIPPING"
C790,"1790 Garden Street","Memphis","DE","82686","SECURE DELIVERY"
W221,"3892 Cedar Lane","Denver","AZ","83337","VALLEY SHIPPING"
F887,"8363 School Road","Chicago","NE","25117","NORTHERN FREIGHT"
D104,"9552 Church Street","San Antonio","PA","10427","RAPID TRANSIT LLC"
W486,"224 Creek Lane","Louisville","MS","92172","FAST DELIVERY INC"
E295,"4990 Lincoln Avenue","Oklahoma City","DE","22042","WESTERN SHIPPING"
L513,"7747 First Street","Louisville","NH","75384","MOUNTAIN TRANSPORT"
F224,"4823 Cherry Street","Sacramento","MT","76150","GLOBAL SHIPPING CO"
L494,"1248 Birch Avenue","Kansas City","SD","89869","PREMIER FREIGHT"
C911,"3772 Maple Drive","Colorado Springs","CA","65990","REGIONAL SHIPPING"
A910,"2796 Broadway","San Francisco","MO","20100","FEDERAL TRANSPORT"
D168,"8865 Winter Road","Mesa","WV","25724","DYNAMIC FREIGHT"
W314,"7953 Poplar Drive","Columbus","TN","66322","PROFESSIONAL CARRIERS"
L503,"1783 Poplar Drive","Baltimore","RI","59320","CONTINENTAL LOGISTICS"
C995,"6288 Sunset Drive","Philadelphia","VA","30414","NORTHERN FREIGHT"
E407,"1268 Ridge Road","San Francisco","MT","53098","PREMIER FREIGHT"
L586,"2696 Summer Avenue","Louisville","TN","91496","SUBURBAN FREIGHT"
D427,"5580 Summer Avenue","Kansas City","AZ","20828","EFFICIENT DELIVERY"
D810,"2343 Church Street","Austin","FL","27672","PROFESSIONAL CARRIERS"
L224,"9047 Hill Street","Sacramento","IN","23257","AMERICAN FREIGHT"
F786,"4038 Madison Drive","Boston","VA","11404","VALLEY SHIPPING"
B640,"6677 Main Street","Atlanta","MI","27737","INTEGRATED LOGISTICS"
W408,"9449 Maple Drive","Portland","CO","52823","STANDARD LOGISTICS"
L203,"7589 First Street","Jacksonville","IN","25680","PROFESSIONAL CARRIERS"
W585,"3247 Park Road","Detroit","NM","66709","NORTHERN FREIGHT"
C474,"7825 Main Street","San Antonio","CO","80976","TRUSTED SHIPPING"
C162,"7404 Lincoln Avenue","Jacksonville","WY","28368","SUBURBAN FREIGHT"
A937,"1937 Second Avenue","Portland","NE","94029","RELIABLE LOGISTICS"
D569,"5898 Sunrise Avenue","Colorado Springs","WY","67870","FAST DELIVERY INC"
D734,"7507 Rose Street","Detroit","RI","22768","QUALITY TRANSPORT"
W197,"3113 School Road","El Paso","OR","45372","RAPID TRANSIT LLC"
A508,"9156 Mill Street","Baltimore","AL","25480","QUALITY TRANSPORT"
A358,"3111 Broadway","Dallas","KY","80230","DYNAMIC FREIGHT"
B470,"5928 River Road","Philadelphia","NM","92161","URBAN LOGISTICS"
B703,"3911 Second Avenue","Detroit","MO","98459","AMERICAN FREIGHT"
W801,"4363 Main Street","Austin","NE","38683","ELITE CARRIERS"
W114,"9880 Main Street","San Jose","NV","18170","CONTINENTAL LOGISTICS"
E889,"7451 Pine Road","San Jose","MD","90978","FAST DELIVERY INC"
L849,"1231 Park Road","Phoenix","CT","58981","NORTHERN FREIGHT"
L656,"8718 Rose Street","Austin","HI","60590","EASTERN TRANSPORT"
E954,"1591 Adams Street","El Paso","MA","71018","METRO DELIVERY"
A402,"4358 Sunset Drive","San Diego","CT","87886","REGIONAL SHIPPING"
C125,"5793 Lincoln Avenue","Los Angeles","PA","22739","CONTINENTAL LOGISTICS"
C401,"7466 Maple Drive","Mesa","NC","12844","PROFESSIONAL CARRIERS"
B538,"8531 Valley Drive","Las Vegas","WV","54304","EASTERN TRANSPORT"
F697,"1906 Sunrise Avenue","Atlanta","ND","79502","METRO DELIVERY"
L119,"9807 Lake Road","Portland","MS","96334","EXPRESS TRANSPORT"
L691,"8422 Park Road","Philadelphia","RI","26596","EXPRESS TRANSPORT"
E640,"8776 Maple Drive","Portland","IL","45989","NATIONWIDE TRANSPORT"
C417,"3067 Lake Road","Fort Worth","SD","44737","SECURE DELIVERY"
E492,"1603 Ridge Road","Philadelphia","NC","19438","EFFICIENT DELIVERY"
A154,"7604 Valley Drive","Miami","WI","29852","MOUNTAIN TRANSPORT"
C665,"3015 Mountain View","Portland","OH","57879","STANDARD LOGISTICS"
E830,"9183 Valley Drive","Atlanta","IA","66804","COASTAL CARRIERS"
D817,"7849 Lincoln Avenue","San Francisco","CT","13326","WESTERN SHIPPING"
F835,"6571 Sunset Drive","Tucson","IA","50196","UNITED CARRIERS"
A795,"7379 Cedar Lane","Seattle","NH","23130","METRO DELIVERY"
D203,"7520 Rose Street","San Antonio","PA","81029","NORTHERN FREIGHT"
A324,"6057 Adams Street","Austin","NJ","10761","UNITED CARRIERS"
W269,"8257 Winter Road","Tucson","UT","63754","URBAN LOGISTICS"
C650,"6333 Jefferson Road","Atlanta","ME","17655","URBAN LOGISTICS"
D872,"6644 Hill Street","Seattle","CO","74732","ADVANCED TRANSPORT"
L727,"4896 Washington Street","Miami","FL","81377","TRIPPLE A TRANS LLC"
E406,"6960 Holly Lane","San Antonio","ID","78256","REGIONAL SHIPPING"
L873,"4542 Lake Road","San Antonio","NM","40873","COASTAL CARRIERS"
D805,"2806 Winter Road","Colorado Springs","NE","43266","QUALITY TRANSPORT"
W598,"3139 Birch Avenue","Detroit","OR","74775","EXPRESS TRANSPORT"
D613,"1586 Cherry Street","El Paso","WA","86502","TRUSTED SHIPPING"
F410,"4736 Madison Drive","Atlanta","HI","27296","SUPERIOR SHIPPING"
B666,"2299 School Road","Fresno","CO","49094","CENTRAL LOGISTICS"
F951,"5250 Spring Street","New York","AZ","62010","EFFICIENT DELIVERY"
W815,"9156 Mill Street","Baltimore","AL","25480","EASTERN TRANSPORT"
L497,"8854 Cherry Street","San Jose","WI","62587","RELIABLE LOGISTICS"
A480,"6427 Ash Street","San Antonio","MN","32001","SECURE DELIVERY"
A373,"3750 Elm Street","Denver","SD","50072","FEDERAL TRANSPORT"
L871,"400 Mountain View","Philadelphia","IA","21415","RAPID TRANSIT LLC"
W969,"639 Garden Street","Mesa","TN","34042","UNITED CARRIERS"
W724,"8589 Lincoln Avenue","El Paso","SD","76530","WESTERN SHIPPING"
C195,"6840 Church Street","Houston","CO","34660","ADVANCED TRANSPORT"
B566,"7275 Sunset Drive","Detroit","KS","22222","TRIPPLE A TRANS LLC"
C405,"548 Willow Road","Memphis","MN","98149","ELITE CARRIERS"
C158,"162 Ridge Road","Mesa","CA","88077","EASTERN TRANSPORT"
A960,"3662 Spring Street","Atlanta","CO","42965","WESTERN SHIPPING"
A546,"1225 Adams Street","Houston","WY","61776","SECURE DELIVERY"
D591,"7579 Broadway","Washington","NE","23392","SUPERIOR SHIPPING"
F997,"2286 Holly Lane","Tucson","NC","98398","NORTHERN FREIGHT"
C460,"5662 Poplar Drive","Dallas","ND","35849","PROFESSIONAL CARRIERS"
W843,"5707 Washington Street","Atlanta","KY","10654","ADVANCED TRANSPORT"
W736,"6510 Spring Street","Sacramento","MI","78504","UNIFIED LOGISTICS"
L292,"6240 Park Road","Sacramento","MT","17442","EXPRESS TRANSPORT"
D326,"5593 Ridge Road","San Antonio","FL","52398","SUBURBAN FREIGHT"
E299,"1231 Sunset Boulevard","Sacramento","RI","73794","SOUTHERN CARRIERS"
C236,"4264 First Street","Atlanta","ND","15205","PROFESSIONAL CARRIERS"
F621,"2538 Spring Street","Fort Worth","NY","67006","SECURE DELIVERY"
W492,"1535 Madison Drive","Miami","LA","56402","ELITE CARRIERS"
A792,"9084 Broadway","Atlanta","HI","96458","QUALITY TRANSPORT"
F589,"7674 Garden Street","Sacramento","ME","37532","INTEGRATED LOGISTICS"
D936,"273 Rose Street","Kansas City","AR","17004","CONTINENTAL LOGISTICS"
L512,"3555 Washington Street","Kansas City","KS","21877","TRUSTED SHIPPING"
D913,"9135 Lincoln Avenue","Phoenix","VA","59165","RELIABLE LOGISTICS"
E568,"8484 Adams Street","Philadelphia","PA","23286","MOUNTAIN TRANSPORT"
E880,"6623 Second Avenue","Denver","MO","71376","COASTAL CARRIERS"
B199,"4862 Summer Avenue","Phoenix","HI","25339","METRO DELIVERY"
D907,"5713 Elm Street","Denver","AK","46933","UNITED CARRIERS"
L375,"9375 Sunset Drive","Detroit","PA","14507","SUBURBAN FREIGHT"
D619,"6119 Sunset Boulevard","Philadelphia","UT","56966","NATIONAL SHIPPING"
F940,"5068 Elm Street","Fort Worth","NV","23864","PREMIER FREIGHT"
D248,"382 Adams Street","Chicago","KS","81358","EXPRESS TRANSPORT"
B879,"6419 Hill Street","Colorado Springs","MT","56979","PREMIER FREIGHT"
W272,"2286 Main Street","Las Vegas","ND","67196","METRO DELIVERY"
F888,"6974 Holly Lane","Indianapolis","MS","59520","SUBURBAN FREIGHT"
F215,"1945 Main Street","Charlotte","IA","97534","EASTERN TRANSPORT"
L676,"7061 Forest Avenue","Kansas City","IN","32913","CONTINENTAL LOGISTICS"
W589,"3225 Washington Street","Nashville","KY","74270","SECURE DELIVERY"
F219,"856 Elm Street","San Francisco","NC","15622","URBAN LOGISTICS"
F306,"2285 Winter Road","Albuquerque","TX","53646","SUBURBAN FREIGHT"
D923,"7740 Jefferson Road","Columbus","MS","16490","STANDARD LOGISTICS"
D362,"3587 Lake Road","Philadelphia","PA","13240","EASTERN TRANSPORT"
C200,"6453 Cedar Lane","Phoenix","MO","25632","EFFICIENT DELIVERY"
A963,"9717 Cedar Lane","Albuquerque","NE","43402","CONTINENTAL LOGISTICS"
W198,"3587 Lake Road","Philadelphia","PA","13240","SECURE DELIVERY"
C966,"3427 Madison Drive","New York","RI","82194","REGIONAL SHIPPING"
L248,"4736 Madison Drive","Atlanta","HI","27296","RAPID TRANSIT LLC"
D979,"6742 Mountain View","Chicago","HI","32360","ELITE CARRIERS"
D212,"4544 Ash Street","Kansas City","LA","66828","PROFESSIONAL CARRIERS"
D854,"6867 Sunset Drive","Las Vegas","NC","43774","FAST DELIVERY INC"
F626,"6131 Hill Street","Milwaukee","TX","90111","CONSOLIDATED CARRIERS"
B393,"8298 Second Avenue","Houston","FL","92987","UNITED CARRIERS"
C501,"4574 Cherry Street","San Diego","MN","68981","PRIORITY SHIPPING"
L314,"3552 Sunrise Avenue","San Antonio","ND","19108","REGIONAL SHIPPING"
D237,"8816 Sunset Drive","Mesa","PA","98128","TRUSTED SHIPPING"
D754,"6126 Lake Road","New York","MS","15225","EXPRESS TRANSPORT"
F595,"6450 Poplar Drive","San Antonio","AL","16303","NATIONAL SHIPPING"
A809,"2124 Garden Street","Portland","CA","53277","METRO DELIVERY"
A698,"4468 Pine Road","Colorado Springs","WA","45047","INTEGRATED LOGISTICS"
F211,"2530 First Street","Colorado Springs","SD","13667","METRO DELIVERY"
E482,"1430 Oak Avenue","Chicago","CA","45643","WESTERN SHIPPING"
F798,"5049 Elm Street","Boston","AL","24241","VALLEY SHIPPING"
A511,"1416 Creek Lane","San Antonio","AZ","48069","INTEGRATED LOGISTICS"
L292,"8631 School Road","Oklahoma City","FL","10046","METRO DELIVERY"
